fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Diesel,Manualna,176 521 km,BMW,BMW 3GT 320d GT,Stargard (Zachodniopomorskie),69 900,Prywatny sprzedawca,1 995 cm3 • 190 KM • BMW 3 GT 320D,2019
Diesel,Automatyczna,303 000 km,BMW,BMW Seria 7 730d,Reda (Pomorskie),55 900,Prywatny sprzedawca,2 993 cm3 • 245 KM • F01 730D Keyless / Dociągi / Komforty / Wentyle / Szyberdach / ACC,2011
Benzyna,Manualna,90 000 km,BMW,BMW Seria 1 118i Edition M Sport Shadow,Oleśnica (Dolnośląskie),52 500,Prywatny sprzedawca,1 499 cm3 • 136 KM • M Pakiet Idealny Stan !,2017
Benzyna,Automatyczna,66 000 km,BMW,BMW X1,Warszawa (Mazowieckie),87 900,Prywatny sprzedawca,1 998 cm3 • 231 KM • BMW X1 F48 2018,2018
Diesel,Manualna,312 000 km,BMW,BMW Seria 1 116d DPF Edition Sport,Ślesin (Wielkopolskie),15 900,Prywatny sprzedawca,1 995 cm3 • 116 KM • BMW 116d 2011rok Nowy rozrząd,2011
Diesel,Manualna,221 000 km,BMW,BMW X3 20d xDrive,Płock (Mazowieckie),54 900,,1 995 cm3 • 184 KM • __ M-Pakiet __ PANORAMA _ SKÓRA _ NAVI _ Bi-Xenon _ LEDY _ PDC _ MAXX,2013
Benzyna+LPG,Manualna,218 300 km,BMW-ALPINA,Hyundai Tucson 2.0 Comfort 2WD,Tomaszów Mazowiecki (Łódzkie),18 800,Prywatny sprzedawca,1 975 cm3 • 141 KM • Hyundai Tucson z nową instalacja gazowa,2006
Diesel,Manualna,138 000 km,BMW-ALPINA,Nissan Qashqai 1.5 dCi N-Vision EU6,Zwoleń (Mazowieckie),55 900,Prywatny sprzedawca,1 461 cm3 • 110 KM • Stan idealny,2017
Diesel,Automatyczna,152 400 km,BMW-ALPINA,Volkswagen Caddy 2.0 TDI DSG,Łochów (Mazowieckie),105 000,Prywatny sprzedawca,"1 968 cm3 • 150 KM • Alltrack kupiony w polskim salonie ,pierwszy właściciel, bezwypadkowy.",2020
Diesel,Manualna,212 432 km,BMW-ALPINA,Ford Galaxy 2.0 TDCi Platinium X (Titanium),Wodzisław Śląski (Śląskie),37 900,Prywatny sprzedawca,1 997 cm3 • 163 KM • Ford Galaxy 2.0 TDCI bezwypadkowy,2014
Benzyna,Automatyczna,225 000 km,BMW-ALPINA,Audi A7 55 TFSI Quattro S tronic,Krzepice (Śląskie),184 500,Prywatny sprzedawca,2 995 cm3 • 340 KM • A7 C8 55 tfsi RS7 Look,2018
Diesel,Manualna,230 000 km,BMW-ALPINA,Seat Altea 1.6 TDI ITECH Ecomotive,Brusy (Pomorskie),18 900,Prywatny sprzedawca,1 598 cm3 • 105 KM • Seat Altea,2010
Benzyna,Manualna,119 000 km,BMW-ALPINA,Kia Optima 2.0 L,Przysucha (Mazowieckie),72 000,Prywatny sprzedawca,1 999 cm3 • 163 KM • Drugi wlasciciel stan idealny,2017
Diesel,Manualna,166 000 km,BMW-ALPINA,Kia Ceed Cee'd 1.6 CRDi XL,Suszec (Śląskie),42 900,Prywatny sprzedawca,1 582 cm3 • 110 KM • ## Adam ## bezwypadek #b ładny # doinwestowany # 166 tyś km # 2017 r,2016
Diesel,Automatyczna,223 000 km,BMW-ALPINA,Peugeot 5008 e-HDI FAP 115 EGS6 Stop&Start Active,Stargard (Zachodniopomorskie),25 900,Prywatny sprzedawca,1 560 cm3 • 115 KM • Peugeot 5008,2013
Benzyna,Automatyczna,184 834 km,BMW-ALPINA,BMW X3 3.0i,Kraków (Małopolskie),34 000,Prywatny sprzedawca,2 979 cm3 • 231 KM • BMW X3 M pakiet bezwypadkowe,2006
Diesel,Manualna,180 000 km,BMW-ALPINA,Volkswagen Golf VI 2.0 TDI Trendline,Zambrów (Podlaskie),22 900,Prywatny sprzedawca,1 968 cm3 • 110 KM • 2.0 TDI Salon PL,2009
Benzyna,Automatyczna,16 km,BMW-ALPINA,Audi S3 TFSI Quattro S tronic,Gdańsk (Pomorskie),208 999,,1 984 cm3 • 333 KM • OD RĘKI!! / Kamera cofania / Elekt. fotel kierowcy / Aktywny tempomat,2024
Diesel,Manualna,360 000 km,BMW-ALPINA,Seat Altea XL,Komorniki (Dolnośląskie),10 000,Prywatny sprzedawca,1 968 cm3 • 140 KM • Seat altea XL 1.9 TDI CZARNY opony letnie i zimowe HAK klimatyzacja,2006
Benzyna,Automatyczna,189 633 km,BMW-ALPINA,Suzuki Vitara 1.4 Boosterjet Allgrip Automatik S,Piła (Wielkopolskie),57 899,,1 373 cm3 • 140 KM • GWARANCJA*Full Ledy*Automat*4x4*Navi*Kamera*Skóry*Keyless*Bezwypadkowa,2017
Diesel,Automatyczna,167 800 km,BMW-ALPINA,BMW X5 xDrive25d,Brochów (Mazowieckie),99 000,Prywatny sprzedawca,1 995 cm3 • 231 KM • Netto 99000,2016
Benzyna,Automatyczna,143 000 km,BMW-ALPINA,Mercedes-Benz CLA 250 4-Matic AMG Line,Płock (Mazowieckie),83 900,Prywatny sprzedawca,1 991 cm3 • 211 KM • Mercedes-Benz CLA 250 4Matic AMG Line,2017
Benzyna,Manualna,41 000 km,BMW-ALPINA,Chevrolet Corvette Coupe SB,Rzeszów (Podkarpackie),97 000,Prywatny sprzedawca,5 666 cm3 • 344 KM • Corvette C5 manual,1999
Diesel,Automatyczna,130 000 km,BMW-ALPINA,Mercedes-Benz Klasa C,Garwolin (Mazowieckie),16 900,Prywatny sprzedawca,2 143 cm3 • 204 KM • Silnik 651 niski przebieg AMG line 4matic,2014
Benzyna,Manualna,254 000 km,BMW-ALPINA,Opel Astra III GTC 2.0 T Cosmo,Głubczyce (Opolskie),16 500,Prywatny sprzedawca,1 998 cm3 • 200 KM • ASTRA H 2.0T 311KM/440NM IDS+,2005
Benzyna,Automatyczna,15 km,BMW-ALPINA,Cupra Formentor,Warszawa (Mazowieckie),209 900,Prywatny sprzedawca,1 984 cm3 • 333 KM • 2.0 TSI 333KM - VAT 23% · OD RĘKI · Panorama · Hak · Matrix,2024
Benzyna,Manualna,63 015 km,BMW-ALPINA,Hyundai i10 1.0 BlueDrive Go,Sochaczew (Mazowieckie),26 900,Prywatny sprzedawca,998 cm3 • 66 KM • Salon Polska Bogate wyposażenie niski przebieg,2013
Hybryda,Manualna,3 km,BMW-ALPINA,Fiat Panda 1.0 Hybrid Cross,Legnica (Dolnośląskie),69 990,,999 cm3 • 70 KM • Nowy Fiat Pandina SUPER CENA Dostępna od ręki !!!,2024
Benzyna,Automatyczna,61 992 km,BMW-ALPINA,Mazda 3,Łódź (Łódzkie),59 999,Prywatny sprzedawca,1 998 cm3 • 120 KM • Mazda 3*2.0 120KM*61900km*100% Oryginał*Gwarancja*Zarejestrowana,2016
Benzyna,Manualna,141 000 km,BMW-ALPINA,Toyota Corolla 1.6 Active,Warszawa (Mazowieckie),43 000,Prywatny sprzedawca,1 598 cm3 • 132 KM • Toyota Corolla 1.6 Active Sedan,2016
Benzyna,Manualna,112 474 km,BMW-ALPINA,Opel Corsa 1.2 16V Cosmo,Szczecin (Zachodniopomorskie),19 800,Prywatny sprzedawca,1 229 cm3 • 85 KM • Opel Corsa D COSMO,2014
Benzyna,Manualna,116 500 km,BMW-ALPINA,Nissan Qashqai+2,Warszawa (Mazowieckie),44 000,Prywatny sprzedawca,1 997 cm3 • 140 KM • 4X4 Kamera 360 Panorama,2013
Benzyna+LPG,Manualna,210 000 km,BMW-ALPINA,Renault Thalia 1.2 16V All Inclusive,Kraków (Małopolskie),9 500,Prywatny sprzedawca,"1 149 cm3 • 75 KM • Pełna historia serwisowa, Salon POLSKA, LPG, All Inclusive",2011
Benzyna,Manualna,66 400 km,BMW-ALPINA,Audi S3 2.0 TFSI Quattro,Ząbki (Mazowieckie),85 000,Prywatny sprzedawca,1 984 cm3 • 300 KM • Audi s3 8v,2015
Hybryda,Automatyczna,180 000 km,BMW-ALPINA,Toyota Prius (Hybrid),Warszawa (Mazowieckie),45 000,Prywatny sprzedawca,1 798 cm3 • 99 KM • Toyota Prius III,2015
Benzyna,Automatyczna,157 000 km,BMW-ALPINA,Audi A5,Płock (Mazowieckie),64 900,Prywatny sprzedawca,1 984 cm3 • 225 KM • Audi A5 Coupe Competition S-line 2.0 TFSI Quattro,2016
Benzyna,Automatyczna,124 000 km,BMW-ALPINA,BMW 3GT 330i xDrive GT M Sport,Iława (Warmińsko-mazurskie),94 900,Prywatny sprzedawca,1 998 cm3 • 252 KM • BMW 330i xDrive GT M Pakiet,2016
Benzyna,Manualna,93 000 km,BMW-ALPINA,Citroën C4 1.6 16V Exclusive,Rzepin (Lubuskie),8 900,Prywatny sprzedawca,"1 587 cm3 • 109 KM • z Niemiec BDB, 5-drzwi, 93tys. km",2007
Benzyna,Manualna,150 000 km,Brilliance,Brilliance BS4,Świdnik (Lubelskie),4 300,Prywatny sprzedawca,1 834 cm3 • 136 KM • Stan idealny gotowy do jazdy,2009
Benzyna+LPG,Automatyczna,91 000 km,Buick,Buick Encore,Łódź (Łódzkie),57 000,Prywatny sprzedawca,"1 364 cm3 • 140 KM • BUICK ENCORE 2016/Mokka 1.4 140KM,automat 4x4, LPG, I. właściciel w PL",2016
Benzyna,Automatyczna,202 132 km,Buick,Buick Enclave,Wrocław (Dolnośląskie),34 900,Prywatny sprzedawca,3 564 cm3 • 286 KM • Buick enclave 4x4 3.6 7 osobowy SUV,2008
Benzyna,Automatyczna,137 000 km,Buick,Buick Encore,Giedlarowa (Podkarpackie),45 000,Prywatny sprzedawca,1 364 cm3 • 140 KM • Buick Encore 2016 Opel Mokka,2016
Benzyna,Automatyczna,86 873 km,Buick,Buick Encore,Zambrów (Podlaskie),68 500,Prywatny sprzedawca,1 364 cm3 • 140 KM • Sprzedam Buick Encore,2021
Benzyna,Automatyczna,61 000 km,Buick,Buick Encore,Białystok (Podlaskie),63 500,Prywatny sprzedawca,1 364 cm3 • 140 KM • /Opel Mokka X 2019,2019
Benzyna,Automatyczna,40 000 km,Buick,Buick Encore,Bochnia (Małopolskie),47 000,,1 364 cm3 • 140 KM • do obejrzenia na placu w Bochni!,2018
Benzyna,Automatyczna,186 760 km,Buick,Buick Electra,Garwolin (Mazowieckie),22 900,,3 791 cm3 • 165 KM • 3.8 V6 Benzyna Park Avenue Zarejestrowany! Prezentacja Video!,1989
Benzyna,Automatyczna,70 005 km,Buick,Buick Encore,Milicz (Dolnośląskie),58 000,Prywatny sprzedawca,1 364 cm3 • 140 KM • Atrakcyjny Buik ENCORE,2017
Benzyna+LPG,Automatyczna,253 000 km,Buick,Buick Park Avenue,Gdańsk (Pomorskie),17 000,Prywatny sprzedawca,3 791 cm3 • 173 KM • ew.zamiana,1991
Benzyna,Automatyczna,148 200 km,Buick,Buick Encore,Bydgoszcz (Kujawsko-pomorskie),62 500,Prywatny sprzedawca,"1 364 cm3 • 140 KM • Buick Encore, Opel Mokka, super 2018",2018
Benzyna,Automatyczna,103 400 km,Buick,Buick Encore,Darłowo (Zachodniopomorskie),63 000,Prywatny sprzedawca,1 364 cm3 • 155 KM • Essense. Piękny i zadbany,2019
Benzyna,Automatyczna,237 300 km,Buick,Buick Enclave,Buczek (Łódzkie),44 000,Prywatny sprzedawca,"3 564 cm3 • 285 KM • Buick Enclave 3,6 V6",2012
Benzyna,Automatyczna,14 000 km,Buick,Buick Encore,Raba Wyżna (Małopolskie),85 900,,1 300 cm3 • 156 KM • 4wd,2022
Benzyna,Automatyczna,23 521 km,Buick,Buick Encore,Wielgolas (Mazowieckie),78 000,Prywatny sprzedawca,1 338 cm3 • 155 KM • Buick Encore AWD,2022
Benzyna,Manualna,60 000 km,Buick,Buick Encore,Białogard (Zachodniopomorskie),69 900,Firma,1 364 cm3 • 140 KM • 1.4t(140KM)Super Stan!!!,2020
Benzyna,Automatyczna,19 000 km,Buick,Buick Encore,Białogard (Zachodniopomorskie),79 900,Firma,1 400 cm3 • 140 KM • 1.4t(140KM) Super Stan!!!,2022
Benzyna,Automatyczna,51 000 km,Buick,Buick Encore,Białogard (Zachodniopomorskie),62 900,Firma,1 364 cm3 • 140 KM • 1.4t(140KM) Super Stan!!!,2018
Benzyna,Automatyczna,141 519 km,Buick,Buick Encore,Darłowo (Zachodniopomorskie),44 900,Prywatny sprzedawca,"1 364 cm3 • 140 KM • Opel Mokka 1.4T,Automat,Klima,Kamera,CarPlay,Android,Tempomat,Skóra,",2018
Benzyna,Automatyczna,22 660 km,Buick,Buick Encore,Harta (Podkarpackie),70 900,Prywatny sprzedawca,1 364 cm3 • 152 KM • Buick Encore 2022/Opel Mokka X 4x4,2021
Benzyna,Automatyczna,36 000 km,Buick,Buick Encore,Poznań (Wielkopolskie),79 900,Prywatny sprzedawca,1 398 cm3 • 158 KM • BUICK ENCORE 4x4 / Opel Mokka X,2022
Benzyna,Automatyczna,44 000 km,Buick,Buick Encore,Białystok (Podlaskie),67 999,Prywatny sprzedawca,1 364 cm3 • 136 KM • /OPEL MOKKA w unikatowej wersji PREMIUM 2017r 1.4 140 KM! SUPER STAN !,2017
Benzyna+LPG,Automatyczna,165 000 km,Buick,Buick Encore,Wrocław (Dolnośląskie),54 000,Prywatny sprzedawca,1 364 cm3 • 152 KM • Pierwszy włąściel w polsce LPG,2016
Benzyna,Automatyczna,9 439 km,Buick,Buick Encore,Siedlce (Mazowieckie),84 900,,1 364 cm3 • 140 KM • 1.4T 140KM / Mały przebieg / Kamera cofania,2022
Benzyna,Automatyczna,34 000 km,Buick,Buick Encore,Łapy (Podlaskie),78 500,Prywatny sprzedawca,"1 399 cm3 • 140 KM • Buick Encore 4x4 /Opel Mokka X, 2021r. AWD 1,4L 140KM",2021
Elektryczny,Automatyczna,14 km,BYD,BYD Seal,Przeźmierowo (Wielkopolskie),239 000,,530 KM • BYD Seal l Autoryzowany Dealer BYD l Wersja Excellence 530 KM,2024
Elektryczny,Automatyczna,200 km,BYD,BYD Dolphin Comfort,Poznań (Wielkopolskie),125 000,,204 KM,2024
Hybryda Plug-in,Automatyczna,1 km,BYD,BYD Seal U,Przeźmierowo (Wielkopolskie),209 900,,1 497 cm3 • 323 KM • SEAL U DM-i Design - Dostępny od ręki,2024
Hybryda Plug-in,Automatyczna,1 km,BYD,BYD Seal U,Przeźmierowo (Wielkopolskie),169 900,,1 498 cm3 • 218 KM • SEAL U DM-i BOOST - Dostępny od ręki,2024
Hybryda Plug-in,Automatyczna,1 km,BYD,BYD Seal U,Przeźmierowo (Wielkopolskie),209 900,,1 497 cm3 • 330 KM • DM-i,2024
Elektryczny,Automatyczna,15 km,BYD,BYD Dolphin,Gdynia (Pomorskie),141 000,,204 KM • Dostępny od ręki,2023
Hybryda Plug-in,Automatyczna,15 km,BYD,BYD Seal U,Gdynia (Pomorskie),209 900,,1 499 cm3 • 330 KM • Dostępny od ręki,2024
Elektryczny,Automatyczna,15 km,BYD,BYD Seal U,Gdynia (Pomorskie),190 000,,218 KM • Dostępny od ręki,2024
Elektryczny,Automatyczna,15 km,BYD,BYD Seal U,Gdynia (Pomorskie),190 000,,218 KM • Dostępny od ręki,2024
Elektryczny,Automatyczna,15 km,BYD,BYD Dolphin,Gdynia (Pomorskie),141 000,,204 KM • Dostępny od ręki,2023
Elektryczny,Automatyczna,15 km,BYD,BYD Seal,Gdynia (Pomorskie),212 000,,313 KM • Dostępny od ręki,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Seal,Przeźmierowo (Wielkopolskie),234 000,,530 KM • Autoryzowany Dealer BYD l 530km AWD l 3.8s do 100km/s l Kamera 360,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Seal,Przeźmierowo (Wielkopolskie),190 000,,217 KM • Seal U l Autoryzowany Dealer BYD l Kamera 360 l CarPlay l Android Auto,2024
Hybryda Plug-in,Automatyczna,1 000 km,BYD,BYD Seal U DM-i Boost,Rzeszów (Podkarpackie),114 000,Prywatny sprzedawca,"1 500 cm3 • 98 KM • BYD SEAL U DM-i, phev, 18,3kw",2023
Elektryczny,Automatyczna,5 km,BYD,BYD Seal,Wrocław (Dolnośląskie),235 900,,"530 KM • Excellence AWD (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Hybryda Plug-in,Automatyczna,5 km,BYD,BYD Seal U,Wrocław (Dolnośląskie),169 900,,"1 498 cm3 • 218 KM • DM-I Boost (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Elektryczny,Automatyczna,5 km,BYD,BYD Seal,Wrocław (Dolnośląskie),212 000,,"313 KM • Design (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Hybryda Plug-in,Automatyczna,5 km,BYD,BYD Seal U,Wrocław (Dolnośląskie),209 900,,"1 498 cm3 • 330 KM • DM-I Design 4x4 (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Elektryczny,Automatyczna,5 km,BYD,BYD Seal,Wrocław (Dolnośląskie),235 900,,"530 KM • Excellence AWD (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Elektryczny,Automatyczna,5 km,BYD,BYD Dolphin,Wrocław (Dolnośląskie),150 000,,"204 KM • Design (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Hybryda Plug-in,Automatyczna,5 km,BYD,BYD Seal U,Wrocław (Dolnośląskie),209 900,,"1 498 cm3 • 330 KM • DM-I Design 4x4 (fabrycznie nowy, 6 lat gwarancji, faktura VAT)",2024
Elektryczny,Automatyczna,100 km,BYD,BYD Inny,Przeźmierowo (Wielkopolskie),252 900,,530 KM • Nowość! SEALION 7,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Dolphin,Przeźmierowo (Wielkopolskie),150 000,,204 KM • Autoryzowany Dealer BYD l Kamera 360 l CarPlay l Android Auto,2024
Hybryda Plug-in,Automatyczna,1 km,BYD,BYD Seal U,Przeźmierowo (Wielkopolskie),169 900,,1 498 cm3 • 218 KM • SEAL U DM-i BOOST - Dostępny od ręki,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Seal U,Przeźmierowo (Wielkopolskie),203 000,,217 KM • Seal U l Autoryzowany Dealer BYD l Kamera 360 l CarPlay l Android Auto,2024
Elektryczny,Automatyczna,15 km,BYD,BYD Seal,Gdynia (Pomorskie),239 000,,530 KM • Dostępny od ręki,2024
Hybryda Plug-in,Automatyczna,15 km,BYD,BYD Seal U,Gdynia (Pomorskie),169 900,,1 499 cm3 • 218 KM • Dostępny od ręki,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Seal,Warszawa (Mazowieckie),188 900,,313 KM • Design RWD - Leasing/Dotacja/Ubezpieczenie/GAP/Detailing/Doradztwo,2024
Elektryczny,Automatyczna,1 km,BYD,BYD Seal,Warszawa (Mazowieckie),208 900,,530 KM • Excellence AWD - Leasing/Dotacja/Ubezpieczenie/GAP/Detailing/Doradztwo,2024
Elektryczny,Automatyczna,5 km,BYD,BYD Seal,Warszawa (Mazowieckie),212 000,,"313 KM • BYD Seal Design Shadow green + Black 230kW/313KM 82,5kWh",2024
Elektryczny,Automatyczna,15 km,BYD,BYD Dolphin,Warszawa (Mazowieckie),141 000,,"204 KM • BYD Dolphin Comfort Jet Black + Urban Grey 150kW/204KM 60,4kWh",2024
Hybryda Plug-in,Automatyczna,15 km,BYD,BYD Seal U,Warszawa (Mazowieckie),209 900,,1 497 cm3 • 324 KM • BYD Seal-U DM-I Design Boundless Cloud + Black 238kW/324KM,2024
Benzyna,Automatyczna,100 km,Cadillac,Cadillac Escalade,Kraków (Małopolskie),210 000,Prywatny sprzedawca,6 200 cm3 • 425 KM • Nowy Model V Sport,2025
Benzyna,Automatyczna,234 935 km,Cadillac,Cadillac DTS,Kaunas (Kowno),26 000,Prywatny sprzedawca,"4 600 cm3 • 296 KM • Ekskluzywny Cadillac DTS na sprzedaż, pakiet sportowy",2006
Benzyna,Automatyczna,207 200 km,Cadillac,Cadillac SRX 3.0 V6 AWD Sport Luxury,Garwolin (Mazowieckie),39 999,Prywatny sprzedawca,2 997 cm3 • 270 KM • Cadillac Srx 3.0 2010 4x4 automat benzyna keyless go SUV Europa,2010
Benzyna,Automatyczna,230 000 km,Cadillac,Cadillac STS-V 4.4 V8 Supercharged,Szczecin (Zachodniopomorskie),55 000,Prywatny sprzedawca,4 370 cm3 • 476 KM • Cadillac STS-V Supercharger,2007
Benzyna,Automatyczna,110 000 km,Cadillac,Cadillac Seville,Wrocław (Dolnośląskie),44 999,Prywatny sprzedawca,"4 087 cm3 • 136 KM • Cadillac Seville 1983r. Co tu pisać:), możliwa zamiana",1983
Diesel,Automatyczna,160 000 km,Cadillac,Cadillac BLS 1.9 D DPF Automatik Wagon Sport,Wrocław (Dolnośląskie),19 999,Prywatny sprzedawca,1 910 cm3 • 150 KM • Cadillac BLS 175KM jedyny taki !!! stan b.dobry!!!,2006
Benzyna,Automatyczna,26 000 km,Cadillac,Cadillac XT5 3.6 V6 AWD Platinum,Warszawa (Mazowieckie),109 000,Prywatny sprzedawca,3 649 cm3 • 314 KM • CADILAC XT5 3.6 v6 Platinium AWD 314 PS Europa,2018
Benzyna,Automatyczna,124 135 km,Cadillac,Cadillac STS-V 4.4 V8 Supercharged,Warszawa (Mazowieckie),69 900,Prywatny sprzedawca,4 370 cm3 • 476 KM • Cadillac STS-V 4.4 V8 Supercharged 476KM ZAMIANA,2007
Benzyna,Automatyczna,38 000 km,Cadillac,Cadillac Eldorado,Wrocław (Dolnośląskie),69 000,Prywatny sprzedawca,6 966 cm3 • 192 KM • 1978 Cadillac Eldorado bardzo dobrzy stan!,1978
Benzyna+LPG,Automatyczna,55 100 km,Cadillac,Cadillac DTS,Lublin (Lubelskie),62 700,Prywatny sprzedawca,4 565 cm3 • 280 KM • Cadillac DTS tylko 55tys km,2011
Benzyna+LPG,Automatyczna,280 000 km,Cadillac,Cadillac XTS,Bydgoszcz (Kujawsko-pomorskie),47 000,Prywatny sprzedawca,3 564 cm3 • 325 KM • Cadillac XTS 2014,2014
Benzyna,Automatyczna,128 000 km,Cadillac,Cadillac Escalade 6.2 V8 AWD AT Platinum,Szczecin (Zachodniopomorskie),199 900,Prywatny sprzedawca,"6 162 cm3 • 426 KM • 6.2 V8 AWD AT Platinum, kamery 360, Blind, 8 os, stan idealny.",2017
Benzyna,Automatyczna,240 000 km,Cadillac,Cadillac CTS,Radom (Mazowieckie),6 000,Prywatny sprzedawca,2 597 cm3 • 181 KM • 2.6L V6 181KM || Do zrobienia uszczelka pod głowicą,2003
Benzyna,Automatyczna,127 778 km,Cadillac,Cadillac Escalade,Sulejówek (Mazowieckie),112 000,,"6 200 cm3 • 420 KM • 2018, 6.2L, 4x4, PREMIUM LUXURY, od ubezpieczalni",2018
Benzyna,Automatyczna,230 000 km,Cadillac,Cadillac CTS 3.6 V6 Sport Luxury,Gliwice (Śląskie),26 000,Prywatny sprzedawca,3 564 cm3 • 311 KM • Sprzedam Caddilac CTS4 3.6,2007
Benzyna,Automatyczna,15 km,Cadillac,Cadillac Escalade,Racibory (Mazowieckie),899 900,,"6 200 cm3 • 420 KM • 6.2 AWD Sport Platinium *AKG* FV23%, egz. fabrycznie nowy",2022
Benzyna,Automatyczna,123 500 km,Cadillac,Cadillac Escalade,Gliwice (Śląskie),119 899,,"6 162 cm3 • 409 KM • 4x4, Vortec, 6 osobowy, Bose, Japonia, Faktura 23%",2007
Benzyna,Automatyczna,76 000 km,Cadillac,Cadillac XT5,Stasin (Lubelskie),99 999,,3 649 cm3 • 314 KM • Bose Automat Skóra Zarejestrowany Lublin,2019
Benzyna,Automatyczna,305 000 km,Cadillac,Cadillac Escalade 6.2 V8 Sport Luxury,Rososzyca (Wielkopolskie),67 000,Prywatny sprzedawca,6 199 cm3 • 409 KM • Cadillac Escalade ESV 2007 6.2L 409KM 305 tyś. km,2007
Benzyna,Automatyczna,104 301 km,Cadillac,Cadillac Escalade,Warszawa (Mazowieckie),249 000,,"6 200 cm3 • 420 KM • ESV Sport Platinum, 2021r., 4x4, 6.2L",2021
Benzyna,Automatyczna,86 672 km,Cadillac,Cadillac CTS,Słupsk (Pomorskie),108 000,,"3 649 cm3 • 335 KM • 3.6 Benzyna V6 335 KM, Panorama, LED, Android-Auto, Skóra, Bluetooth",2018
Benzyna,Automatyczna,153 000 km,Cadillac,Cadillac XTS,Aleksandrów Łódzki (Łódzkie),42 000,Prywatny sprzedawca,3 564 cm3 • 304 KM • Cadillac XTS Premium Luxury 4Awd Limuzyna,2013
Benzyna,Automatyczna,80 000 km,Cadillac,Cadillac Escalade,Kraków (Małopolskie),275 000,Prywatny sprzedawca,6 162 cm3 • 426 KM • Cadillac Escalade zamiana,2019
Benzyna,Automatyczna,57 372 km,Cadillac,Cadillac Escalade 6.2 V8 AWD AT Premium,Kraków (Małopolskie),169 000,Prywatny sprzedawca,"6 162 cm3 • 426 KM • Cadillac Escalade, 2015, Bogato wyposażony!",2015
Benzyna,Automatyczna,166 000 km,Cadillac,Cadillac Escalade,Rzeszów (Podkarpackie),44 999,Prywatny sprzedawca,6 199 cm3 • 409 KM • EXT Pick-up 2010r 6.2l 4x4 - Limited Edition…,2010
Benzyna,Automatyczna,144 000 km,Cadillac,Cadillac Deville,Bochnia (Małopolskie),35 999,Prywatny sprzedawca,7 700 cm3 • 200 KM • Cadillac DeVille IV 7.7L V8 dokumenty palący jezdny --ZAMIANA,1973
Benzyna,Automatyczna,145 000 km,Cadillac,Cadillac Deville 4.9 STD,Bytom (Śląskie),45 500,Prywatny sprzedawca,4 894 cm3 • 204 KM • Cadillac DeVille igła pierwszy lakier bez rdzy okazja,1991
Benzyna,Automatyczna,71 776 km,Cadillac,Cadillac Fleetwood,Garwolin (Mazowieckie),39 900,,6 959 cm3 • 147 KM • 7.0 Benzyna Brougham Skóry Szyberdach Tempomat Prezentacja Video!,1977
Benzyna,Automatyczna,40 876 km,Cadillac,Cadillac Deville,Wrocław (Dolnośląskie),125 000,Prywatny sprzedawca,"6 400 cm3 • 300 KM • Coupe 1963r, Stan Bardzo Dobry, Po Renowacji ! ! !",1963
Benzyna,Automatyczna,52 960 km,Cadillac,Cadillac Escalade,Janki (Mazowieckie),328 800,,6 126 cm3 • 420 KM • ZAMIANA Cadillac Escalade Premium Lux Stan Perfekcyjny Jak Nowy!,2020
Benzyna,Automatyczna,222 000 km,Cadillac,Cadillac Escalade 6.2 V8 ESV Premium,Rybnik (Śląskie),165 000,Prywatny sprzedawca,6 162 cm3 • 426 KM • Cadillac Escalade ESV,2015
Benzyna,Automatyczna,219 000 km,Cadillac,Cadillac Deville,Suchedniów (Świętokrzyskie),9 500,Prywatny sprzedawca,"4 565 cm3 • 300 KM • Cadillac Concours 4,6 V8 ( Deville ) Przedliftowy",1996
Diesel,Automatyczna,25 000 km,Casalini,Casalini Sulky,Piaski Brzóstowskie (Świętokrzyskie),19 800,Prywatny sprzedawca,635 cm3 • 5 KM • Auto bez prawa jazdy.,2012
Diesel,Automatyczna,14 938 km,Casalini,Casalini Inny,Szadek (Łódzkie),39 000,Prywatny sprzedawca,478 cm3 • 8 KM • Casalini M20 Gran Turismo 2018r. Błękitny Automat,2018
Diesel,Automatyczna,27 000 km,Casalini,Casalini M14 2.0,Nowogard (Zachodniopomorskie),39 900,Prywatny sprzedawca,478 cm3 • 8 KM • Sprzedam Casalini M20,2018
